route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"ER",1,4946,"Hunters Point South",1313,1,13,82
"ER",1,4947,"Hunters Point South",1513,1,15,82
"ER",1,4948,"Hunters Point South",1208,1,12,82
"ER",1,4949,"Hunters Point South",1114,1,11,82
"ER",1,4950,"Hunters Point South",1407,1,14,82
"ER",1,4951,"Hunters Point South",1315,1,13,82
"ER",1,4952,"Hunters Point South",1210,1,12,82
"ER",1,4953,"Hunters Point South",1409,1,14,82
"ER",1,4954,"Wall St./Pier 11",1101,0,11,81
"ER",1,4955,"Wall St./Pier 11",1201,0,12,81
"ER",1,4956,"Wall St./Pier 11",1302,0,13,81
"ER",1,4957,"Wall St./Pier 11",1402,0,14,81
"ER",1,4958,"Wall St./Pier 11",1502,0,15,81
"ER",1,4959,"Wall St./Pier 11",1103,0,11,81
"ER",1,4960,"Wall St./Pier 11",1203,0,12,81
"ER",1,4961,"Wall St./Pier 11",1304,0,13,81
"ER",1,4962,"Wall St./Pier 11",1404,0,14,81
"ER",1,4963,"Wall St./Pier 11",1504,0,15,81
"ER",1,4964,"Wall St./Pier 11",1105,0,11,81
"ER",1,4965,"Wall St./Pier 11",1205,0,12,81
"ER",1,4966,"Wall St./Pier 11",1306,0,13,81
"ER",1,4967,"Wall St./Pier 11",1506,0,15,81
"ER",1,4968,"Wall St./Pier 11",1107,0,11,81
"ER",1,4969,"Wall St./Pier 11",1308,0,13,81
"ER",1,4970,"Wall St./Pier 11",1508,0,15,81
"ER",1,4971,"Wall St./Pier 11",1109,0,11,81
"ER",1,4972,"Wall St./Pier 11",1310,0,13,81
"ER",1,4973,"Wall St./Pier 11",1510,0,15,81
"ER",1,4974,"Wall St./Pier 11",1111,0,11,81
"ER",1,4975,"Wall St./Pier 11",1312,0,13,81
"ER",1,4976,"Wall St./Pier 11",1512,0,15,81
"ER",1,4977,"Wall St./Pier 11",1207,0,12,81
"ER",1,4978,"Wall St./Pier 11",1113,0,11,81
"ER",1,4979,"Wall St./Pier 11",1406,0,14,81
"ER",1,4980,"Wall St./Pier 11",1314,0,13,81
"ER",1,4981,"Wall St./Pier 11",1514,0,15,81
"ER",1,4982,"Wall St./Pier 11",1209,0,12,81
"ER",1,4983,"Wall St./Pier 11",1115,0,11,81
"ER",1,4984,"Wall St./Pier 11",1408,0,14,81
"ER",1,4985,"Wall St./Pier 11",1316,0,13,81
"ER",1,4986,"Wall St./Pier 11",1211,0,12,81
"ER",1,4987,"Wall St./Pier 11",1410,0,14,81
"RW",1,4988,"Rockaway",2102,0,21,8
"RW",1,4989,"Rockaway",2202,0,22,8
"RW",1,4990,"Rockaway",2104,0,21,8
"RW",1,4991,"Rockaway",2204,0,22,8
"RW",1,4992,"Rockaway",2106,0,21,8
"RW",1,4993,"Rockaway",2206,0,22,8
"RW",1,4994,"Rockaway",2108,0,21,8
"RW",1,4995,"Rockaway",2208,0,22,8
"RW",1,4996,"Rockaway",2110,0,21,8
"RW",1,4997,"Rockaway",2301,0,23,8
"RW",1,4998,"Rockaway",2210,0,22,8
"RW",1,4999,"Rockaway",2112,0,21,8
"RW",1,5000,"Rockaway",2303,0,23,8
"RW",1,5001,"Rockaway",2214,0,22,8
"RW",1,5002,"Rockaway",2114,0,21,8
"RW",1,5003,"Wall St./Pier 11",2101,1,21,7
"RW",1,5004,"Wall St./Pier 11",2201,1,22,7
"RW",1,5005,"Wall St./Pier 11",2103,1,21,7
"RW",1,5006,"Wall St./Pier 11",2203,1,22,7
"RW",1,5007,"Wall St./Pier 11",2105,1,21,7
"RW",1,5008,"Wall St./Pier 11",2205,1,22,7
"RW",1,5009,"Wall St./Pier 11",2107,1,21,7
"RW",1,5010,"Wall St./Pier 11",2207,1,22,7
"RW",1,5011,"Wall St./Pier 11",2109,1,21,7
"RW",1,5012,"Wall St./Pier 11",2209,1,22,7
"RW",1,5013,"Wall St./Pier 11",2111,1,21,7
"RW",1,5014,"Wall St./Pier 11",2302,1,23,7
"RW",1,5015,"Wall St./Pier 11",2211,1,22,7
"RW",1,5016,"Wall St./Pier 11",2113,1,21,7
"RW",1,5017,"Wall St./Pier 11",2304,1,23,7
"RW",1,5018,"Wall St./Pier 11",2215,1,22,7
"RW",1,5019,"Wall St./Pier 11",2115,1,21,7
"RW",7,5020,"Rockaway",2201,0,22,8
"RW",7,5021,"Rockaway",2102,0,21,8
"RW",7,5022,"Rockaway",2301,0,23,8
"RW",7,5023,"Rockaway",2203,0,22,8
"RW",7,5024,"Rockaway",2401,0,24,8
"RW",7,5025,"Rockaway",2501,0,25,8
"RW",7,5026,"Rockaway",2104,0,21,8
"RW",7,5027,"Rockaway",2303,0,23,8
"RW",7,5028,"Rockaway",2205,0,22,8
"RW",7,5029,"Rockaway",2403,0,24,8
"RW",7,5030,"Rockaway",2503,0,25,8
"RW",7,5031,"Rockaway",2106,0,21,8
"RW",7,5032,"Rockaway",2305,0,23,8
"RW",7,5033,"Rockaway",2207,0,22,8
"RW",7,5034,"Rockaway",2405,0,24,8
"RW",7,5035,"Rockaway",2505,0,25,8
"RW",7,5036,"Rockaway",2108,0,21,8
"RW",7,5037,"Rockaway",2307,0,23,8
"RW",7,5038,"Rockaway",2209,0,22,8
"RW",7,5039,"Rockaway",2407,0,24,8
"RW",7,5040,"Rockaway",2507,0,25,8
"RW",7,5041,"Rockaway",2110,0,21,8
"RW",7,5042,"Rockaway",2309,0,23,8
"RW",7,5043,"Rockaway",2211,0,22,8
"RW",7,5044,"Rockaway",2409,0,24,8
"RW",7,5045,"Wall St./Pier 11",2202,1,22,7
"RW",7,5046,"Wall St./Pier 11",2103,1,21,7
"RW",7,5047,"Wall St./Pier 11",2302,1,23,7
"RW",7,5048,"Wall St./Pier 11",2204,1,22,7
"RW",7,5049,"Wall St./Pier 11",2402,1,24,7
"RW",7,5050,"Wall St./Pier 11",2502,1,25,7
"RW",7,5051,"Wall St./Pier 11",2105,1,21,7
"RW",7,5052,"Wall St./Pier 11",2304,1,23,7
"RW",7,5053,"Wall St./Pier 11",2206,1,22,7
"RW",7,5054,"Wall St./Pier 11",2404,1,24,7
"RW",7,5055,"Wall St./Pier 11",2504,1,25,7
"RW",7,5056,"Wall St./Pier 11",2107,1,21,7
"RW",7,5057,"Wall St./Pier 11",2306,1,23,7
"RW",7,5058,"Wall St./Pier 11",2208,1,22,7
"RW",7,5059,"Wall St./Pier 11",2406,1,24,7
"RW",7,5060,"Wall St./Pier 11",2506,1,25,7
"RW",7,5061,"Wall St./Pier 11",2109,1,21,7
"RW",7,5062,"Wall St./Pier 11",2308,1,23,7
"RW",7,5063,"Wall St./Pier 11",2210,1,22,7
"RW",7,5064,"Wall St./Pier 11",2408,1,24,7
"RW",7,5065,"Wall St./Pier 11",2508,1,25,7
"RW",7,5066,"Wall St./Pier 11",2111,1,21,7
"RW",7,5067,"Wall St./Pier 11",2310,1,23,7
"RW",7,5068,"Wall St./Pier 11",2212,1,22,7
"SB",1,5069,"Sunset Park/BAT Limited",3301,0,33,117
"SB",1,5070,"Bay Ridge Limited",3202,0,32,79
"SB",1,5071,"Sunset Park/BAT Limited",3102,0,31,115
"SB",1,5072,"Bay Ridge Limited",3204,0,32,79
"SB",1,5073,"Sunset Park/BAT Limited",3303,0,33,115
"SB",1,5074,"Bay Ridge Limited",3206,0,32,79
"SB",1,5075,"Sunset Park/BAT Limited",3104,0,31,115
"SB",1,5076,"Bay Ridge Limited",3208,0,32,79
"SB",1,5077,"Bay Ridge",3305,0,33,46
"SB",1,5078,"Bay Ridge",3106,0,31,46
"SB",1,5079,"Bay Ridge",3307,0,33,46
"SB",8,5236,"Red Hook/Atlantic Basin",3502,0,35,126
"SB",8,5237,"Red Hook/Atlantic Basin",3504,0,35,126
"SB",8,5238,"Red Hook/Atlantic Basin",3506,0,35,126
"SB",8,5239,"Red Hook/Atlantic Basin",3508,0,35,126
"SB",8,5240,"Red Hook/Atlantic Basin",3510,0,35,126
"SB",8,5241,"Red Hook/Atlantic Basin",3512,0,35,126
"SB",8,5242,"Red Hook/Atlantic Basin",3514,0,35,126
"SB",8,5243,"Red Hook/Atlantic Basin",3516,0,35,126
"SB",8,5244,"Red Hook/Atlantic Basin",3518,0,35,126
"SB",8,5245,"Red Hook/Atlantic Basin",3520,0,35,126
"SB",8,5246,"Wall St./Pier 11 Limited",3501,1,35,125
